Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
141,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,1,0,0,0,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2,4,63,12,484,216,193,0.73,0,0,0.62,1,1,1,4,5,25,0,0,48,14,0,0,658,62,4,12,8,42,48.50%,17,9,52,5,4,4,1,2,3,2,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,1,0,0,1,1,0,3,2,0,12,141,177,340,11,36.60%,84.50%,256,55,98,71,299,114,57.10%,21,2.42,0,10,33,33,7,2,0.25,0.48,0.25,0.48,0.73,5,5,0.1,7,0.3,0.17,43.20%,15,13,18,17,18,15378,,HFX vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,8/13/2022,824kjrpqw8ux0bun75kuesg0k,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,1,Played,L 0-1,2276291,HFX vs VAL (2022-08-13)
141,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,1,1,0,0,0,5,3,1,0,0,0,0,1,0,1,0,1,0,1,0,3,2,66,30,306,115,95,0.85,1,1,0.82,2,2,1,4,5,20,0,0,68,5,1,0,497,57,10,19,14,63,80.60%,19,5,64,4,4,11,2,3,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,4,0,4,8,85,197,215,6,44.80%,68.60%,111,35,64,47,143,116,66.70%,33,0.53,1,5,40,40,20,3,0.53,0.32,0.53,0.32,0.85,4,2,0.14,6,0.4,0.25,23.10%,18,31,13,8,13,15378,,VAL vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,9/1/2022,7umlcj5j00hm9vxq74cexppg4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,1,0,Played,W 1-0,2276231,VAL vs FOR (2022-09-01)
141,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,1,0,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,70,19,513,220,204,0.42,0,0,0.37,1,1,2,3,5,15,0,0,41,2,1,1,711,55,5,12,17,47,65.40%,11,4,56,2,3,2,3,2,4,1,0,0,0,0,0,0,1,1,0,0,4,1,0,1,0,0,0,3,2,2,2,1,2,0,1,0,0,0,2,10,14,154,190,367,8,35.10%,82.70%,268,58,98,80,314,119,43.30%,30,1.5,0,14,33,33,10,4,0.25,0.17,0.25,0.17,0.42,5,4,0.06,7,0.14,0.1,35.60%,21,20,21,20,21,15378,,HFX vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,9/10/2022,84i3wjxgkwm79gn9zdnpxlij8,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,1,Played,L 0-1,2276309,HFX vs VAL (2022-09-10)
141,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,61,24,502,269,148,1.1,0,0,1.1,1,1,0,5,5,20,3,0,50,7,0,0,672,60,8,6,8,38,53.80%,14,8,55,5,4,7,1,6,6,3,0,0,0,0,0,1,2,1,1,0,5,0,0,1,3,0,0,5,3,2,0,4,1,1,0,0,0,5,1,4,9,132,230,310,19,32.50%,83.10%,222,45,150,60,264,178,57.10%,28,1.17,0,17,24,24,8,6,1.1,0,1.1,0,1.1,5,1,0.22,5,0.24,0.17,30.60%,21,13,14,14,14,15381,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
141,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,2,1,0,0,4,2,1,0,0,0,0,1,0,1,0,2,1,1,0,2,2,61,21,437,228,127,0.22,1,1,0.19,2,2,1,4,5,30,2,2,45,13,0,0,618,51,5,10,12,48,62.50%,21,6,53,3,2,12,4,5,2,2,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,4,2,6,3,125,237,256,13,34.60%,81.20%,180,39,136,53,212,172,30.00%,20,0.91,0,16,36,36,10,2,0.18,0.04,0.18,0.04,0.22,4,0,0.03,7,0.38,0.42,31.00%,12,12,16,11,16,15381,,CAV vs YRK,TRUE,FALSE,TRUE,FALSE,FALSE,8/27/2022,83ch0sapwntmgqmbxsdtvqj2s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,1,0,Played,W 1-0,2276300,CAV vs YRK (2022-08-27)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,4,70,21,385,176,118,1.67,1,0,0.32,1,0,0,5,5,15,1,0,49,5,1,0,583,49,10,6,15,60,64.00%,27,18,49,2,4,7,1,1,11,1,1,0,0,0,0,3,0,0,0,1,4,0,2,0,2,0,0,4,3,1,0,2,0,2,0,0,1,1,0,2,6,92,220,271,13,36.60%,76.40%,166,34,94,44,204,137,53.60%,28,1.34,1,15,45,45,14,1,0.84,0.83,0.84,0.83,0.88,5,2,0.17,10,0.2,0.23,43.50%,6,17,26,5,26,16614,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,2,1,1,3,1,3,2,1,0,0,1,1,1,1,1,0,1,0,0,2,0,4,73,26,327,127,101,1.3,2,0,0.58,1,0,0,5,5,25,1,0,52,13,2,1,517,54,10,10,13,41,69.00%,7,2,61,1,4,12,3,3,6,3,1,1,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,4,2,2,0,0,1,0,1,0,0,4,1,6,7,128,175,214,12,45.30%,69.70%,104,44,80,65,149,113,35.00%,20,0.91,1,12,23,23,16,2,1.15,0.15,1.15,0.15,1.3,5,1,0.14,9,0.25,0.33,30.80%,16,22,15,13,15,16614,,HFX vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,6/30/2022,7ynhoac4z9qwrveua21q9chsk,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,2,0,Played,W 2-0,2276264,HFX vs ATO (2022-06-30)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,1,0,1,0,0,6,2,3,0,0,2,1,0,1,0,0,1,0,0,1,2,4,45,35,309,125,104,0.43,1,0,0.36,0,0,1,4,5,9,1,0,49,2,0,0,489,33,5,15,16,64,76.90%,26,11,50,2,1,1,3,4,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,72,227,190,13,40.50%,74.10%,111,29,89,39,139,131,65.20%,23,1.12,0,7,51,51,11,2,0.31,0.13,0.31,0.13,0.43,5,5,0.06,7,0.14,0.17,23.80%,6,36,36,7,36,16614,,FOR vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,7/3/2022,7z0r2iptq4rr4518gvm9wcavo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,1,0,Played,W 1-0,2276267,FOR vs ATO (2022-07-03)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,58,10,474,224,182,0.23,0,0,0.17,0,0,3,2,5,25,1,1,50,11,6,2,643,48,4,12,8,33,61.50%,9,6,42,2,1,7,3,6,5,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,157,181,305,20,30.20%,85.70%,211,67,128,85,251,138,64.30%,14,0.13,0,17,19,19,9,5,0.06,0.17,0.06,0.17,0.23,5,0,0.04,6,0.24,0,26.30%,12,9,15,23,15,16614,,ATO vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,9/2/2022,83vde8cuhjuxbw04v0slyv5zo,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,0,0,Played,T 0-0,2276304,ATO vs EDM (2022-09-02)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,2,0,4,2,1,1,1,0,0,1,0,0,0,1,0,0,1,2,2,57,13,417,224,123,1.07,1,0,0.26,1,0,3,2,5,20,2,0,54,8,2,0,584,51,5,7,9,47,60.00%,24,17,39,6,5,4,3,9,8,0,0,0,0,0,0,1,1,0,1,1,4,0,0,2,1,0,0,4,0,4,0,2,2,0,1,0,0,2,0,0,6,123,247,214,19,31.20%,83.20%,144,57,146,70,172,175,60.00%,25,0.42,1,14,40,40,7,0,0.12,0.95,0.12,0.95,0.28,5,2,0.15,7,0.43,0.27,12.10%,4,22,11,9,11,16614,,PAC vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,9/11/2022,84t57d6gh64dwg29jwayp2b6c,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,1,1,Played,T 1-1,2276311,PAC vs ATO (2022-09-11)
141,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,2,2,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,3,0,4,48,21,237,104,64,0.53,3,3,0.53,1,1,0,5,5,13,1,1,44,7,0,0,418,34,2,14,9,64,84.20%,34,22,34,1,4,1,0,4,9,1,0,0,0,0,0,2,1,1,0,0,3,0,0,2,3,0,0,3,0,3,0,1,0,0,0,0,0,3,2,2,6,53,234,131,7,43.50%,70.90%,78,16,74,20,100,117,36.40%,22,1.66,1,3,58,58,3,3,0.53,0,0.53,0,0.53,2,6,0.11,5,0.33,0.5,15.80%,5,26,16,5,16,16614,,CAV vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,9/24/2022,85p5sdjte2zcu9xvq85m2o178,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,3,1,Played,W 3-1,2276318,CAV vs ATO (2022-09-24)
176,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,1,1,0,0,1,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,59,40,340,149,92,1.1,1,0,0.17,1,0,1,3,4,17,0,0,48,5,0,0,535,57,7,14,13,50,70.00%,14,3,46,3,2,3,2,3,10,2,0,0,0,0,0,0,2,2,0,0,4,0,0,2,2,0,0,4,4,0,1,1,0,0,2,0,0,1,4,4,13,111,218,206,12,38.20%,70.90%,120,42,79,51,157,132,28.00%,25,1.91,1,13,41,41,4,5,0.13,0.97,0.13,0.97,1.1,4,1,0.16,7,0.15,0.22,29.70%,6,36,17,11,17,6925,,PAC vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,1,2,Played,L 1-2,2276238,PAC vs EDM (2022-05-14)
176,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,0,0,4,3,1,0,0,0,0,1,0,1,0,0,0,1,0,3,2,43,23,319,169,84,0.29,1,1,0.26,1,1,0,4,4,11,2,0,37,3,1,1,492,41,10,8,15,53,81.80%,17,2,45,1,4,9,0,2,6,0,0,1,1,0,0,0,5,3,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,3,2,10,68,193,231,6,35.10%,79.30%,147,24,82,35,170,114,53.30%,15,2.46,0,10,43,43,10,0,0.29,0,0.29,0,0.29,3,3,0.06,5,0.2,0.2,13.30%,11,26,21,10,21,6925,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,7/19/2022,801a2xw4aq5ovzgnapcbqr7ro,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,1,5,Played,L 1-5,2276275,FOR vs EDM (2022-07-19)
176,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,0,0,0,3,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,69,10,543,145,319,1.12,0,0,0.69,2,2,0,4,4,16,0,0,33,6,0,0,712,49,8,8,8,27,88.90%,3,2,54,4,3,5,1,1,1,7,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,254,116,342,27,31.10%,85.50%,253,136,75,168,290,85,34.80%,23,0.43,0,28,12,12,13,2,0.85,0.26,0.85,0.26,1.12,4,0,0.12,9,0.11,0.06,54.20%,26,8,7,36,7,15377,,FOR vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,7/3/2022,7z0r2iptq4rr4518gvm9wcavo,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276267,FOR vs ATO (2022-07-03)
176,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,1,1,0,0,1,3,1,2,0,0,0,0,1,0,0,1,0,1,0,0,2,1,52,7,622,282,281,0.37,1,1,0.32,1,1,1,3,4,22,3,0,41,7,4,1,776,40,10,9,4,39,86.40%,14,5,33,4,2,3,2,3,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,8,174,171,431,19,27.20%,90.50%,364,81,118,104,390,128,46.20%,13,0.81,1,11,20,20,12,7,0.21,0.16,0.21,0.16,0.37,3,3,0.07,5,0.18,0.1,30.80%,11,2,20,19,20,15377,,FOR vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,8/6/2022,81liy8t0jr3qqkrerfk7i5kpg,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,1,0,Played,W 1-0,2276287,FOR vs HFX (2022-08-06)
176,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,68,35,460,195,162,0.53,0,0,0.17,0,0,0,4,4,29,2,1,54,7,0,0,655,72,7,11,10,32,78.30%,4,1,61,3,2,7,4,3,11,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,12,205,192,258,16,37.00%,77.60%,148,85,124,113,194,153,33.30%,33,0.85,0,15,11,11,16,5,0.49,0.04,0.49,0.04,0.53,4,0,0.09,6,0.2,0.18,51.00%,20,21,8,13,8,15377,,VAL vs FOR,FALSE,TRUE,FALSE,FALSE,TRUE,9/1/2022,7umlcj5j00hm9vxq74cexppg4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,1,Played,L 0-1,2276231,VAL vs FOR (2022-09-01)
176,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,3,2,1,2,0,5,1,2,0,0,0,0,1,0,1,1,1,1,0,0,2,4,51,24,348,175,98,1.31,1,0,0.62,2,1,2,2,4,19,2,0,49,8,0,0,546,45,15,10,15,56,65.80%,15,7,46,3,3,3,1,2,5,1,0,2,0,0,0,0,3,3,0,0,5,0,0,4,2,0,0,5,2,3,0,1,0,1,2,0,0,1,3,2,5,115,240,191,22,35.10%,78.40%,119,31,123,45,151,152,50.00%,16,1.91,1,26,43,43,12,1,1.1,0.2,1.1,0.2,1.31,4,4,0.13,10,0.19,0.06,13.20%,7,21,31,12,31,15382,,YRK vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,6/26/2022,7y8kyjhal3fjewgqxjlj8953o,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,1,3,Played,L 1-3,2276261,YRK vs VAL (2022-06-26)
176,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,1,1,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,58,22,381,188,113,0.62,0,0,0.48,1,1,1,3,4,20,3,2,67,8,1,0,581,67,17,14,4,49,79.50%,13,5,54,6,8,11,0,4,6,3,0,2,1,1,1,0,3,3,0,0,3,0,0,1,2,0,0,3,2,1,1,1,0,1,0,0,0,3,7,0,12,123,193,265,19,37.00%,79.00%,161,32,108,50,203,128,60.00%,30,3.75,0,16,30,30,11,8,0.58,0.04,0.58,0.04,0.62,4,3,0.1,6,0.13,0.08,34.90%,15,22,18,14,18,15382,,EDM vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,7/1/2022,7yw4kqr97qlka51p2ltma1v6c,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,0,3,Played,L 0-3,2276266,EDM vs YRK (2022-07-01)
176,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,1,1,0,1,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3,53,19,200,83,45,0.47,1,1,0.43,1,1,0,4,4,11,0,0,41,5,1,0,366,42,10,10,11,54,64.50%,21,9,36,3,2,10,0,0,7,3,1,0,0,0,0,1,0,0,0,0,5,0,0,2,2,0,0,5,5,0,1,2,0,0,3,1,0,3,2,0,2,45,206,115,4,48.50%,64.00%,54,12,62,18,73,109,47.40%,19,1.13,1,5,47,47,7,0,0.45,0.02,0.45,0.02,0.47,3,5,0.08,6,0.2,0.2,20.70%,8,27,18,4,18,15382,,CAV vs YRK,FALSE,TRUE,TRUE,FALSE,FALSE,7/20/2022,805uesgzrbsd1s9fkk4b7mkus,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,1,0,Played,W 1-0,2276276,CAV vs YRK (2022-07-20)
176,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,4,4,0,0,2,2,0,1,1,1,0,0,3,0,1,0,1,0,3,0,4,1,69,24,350,129,128,1.3,3,1,0.29,2,1,3,1,4,21,3,2,41,5,0,0,528,51,5,6,8,39,52.40%,15,8,46,4,3,6,3,4,11,2,1,0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,3,1,0,5,138,179,211,17,46.60%,73.40%,128,47,82,70,164,116,38.90%,18,1.1,2,13,28,28,7,4,0.25,1.05,0.25,1.05,0.51,3,3,0.16,8,0.23,0.13,41.70%,13,26,18,11,18,15376,,PAC vs HFX,FALSE,TRUE,TRUE,FALSE,FALSE,6/25/2022,7y48op2ajrp9920xl2r5l8ob8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,HFX Wanderers,Pacific,PAC,3,0,Played,W 3-0,2276260,PAC vs HFX (2022-06-25)
176,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,54,17,340,172,97,1.08,0,0,0.74,3,3,1,3,4,9,0,0,44,3,3,1,524,41,6,15,11,64,84.00%,29,19,53,2,6,9,2,4,3,3,1,0,0,0,0,4,0,0,0,0,5,0,2,1,2,1,0,4,3,2,2,0,0,1,1,0,0,2,2,4,9,80,229,215,9,38.80%,79.10%,137,28,104,39,171,130,57.90%,19,0.83,0,12,54,54,10,0,0.65,0.43,0.65,0.43,1.08,4,4,0.18,6,0.25,0.27,35.30%,14,17,15,11,15,15376,,HFX vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,9/5/2022,8499pod86kbzp6yum6lnwz9ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,0,Played,T 0-0,2276307,HFX vs CAV (2022-09-05)
176,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,3,1,0,2,3,1,1,0,0,2,0,0,0,0,0,2,1,0,0,2,2,74,24,441,228,115,0.71,0,0,0.2,1,0,2,2,4,21,0,0,70,14,0,0,654,45,6,13,10,50,73.10%,19,10,46,3,3,6,7,7,6,1,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,123,251,280,11,36.30%,77.80%,169,44,130,58,216,167,58.10%,31,0.71,0,15,34,34,12,4,0.54,0.17,0.54,0.17,0.71,4,4,0.08,9,0.2,0.1,39.30%,16,24,15,13,15,15380,,CAV vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,2,Played,L 0-2,2276232,CAV vs PAC (2022-05-01)
176,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,3,1,0,1,2,1,1,0,0,0,0,2,0,2,1,0,2,0,1,0,4,62,33,369,184,90,0.63,2,2,0.57,1,1,0,4,4,12,0,0,43,5,0,0,562,58,5,13,11,46,62.10%,16,11,51,2,5,7,0,1,6,2,0,0,0,1,0,2,1,1,0,0,7,0,0,1,5,0,0,7,1,6,1,5,1,1,0,0,0,2,1,0,11,73,254,235,7,36.90%,74.30%,119,27,128,36,157,176,44.80%,29,0.72,1,12,28,28,17,1,0.61,0.01,0.61,0.01,0.63,2,1,0.09,7,0.17,0.22,25.00%,15,34,16,8,16,15380,,VAL vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,7/30/2022,80yj36ni03m263wcnlzzhbjtg,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,1,Played,W 2-1,2276282,VAL vs PAC (2022-07-30)
176,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,2,1,1,0,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,62,29,510,228,191,0.45,1,1,0.39,0,0,1,3,4,15,2,0,51,7,1,1,681,49,6,15,14,48,75.00%,11,2,64,4,1,6,2,1,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,3,2,1,0,0,0,1,0,0,0,2,0,4,12,128,214,339,9,34.70%,82.20%,236,68,115,83,270,157,48.30%,29,0.35,0,7,27,27,17,4,0.29,0.16,0.29,0.16,0.45,3,0,0.09,5,0.14,0,23.80%,13,17,12,11,12,15380,,PAC vs ATO,TRUE,FALSE,TRUE,FALSE,FALSE,8/13/2022,829iztv4rh9rh8stswg26dnh0,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276292,PAC vs ATO (2022-08-13)
