Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
63,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,1,1,6,3,2,1,1,0,0,2,0,0,0,1,1,0,2,1,6,71,14,533,224,224,1.53,2,0,0.68,2,1,2,7,9,28,4,1,63,12,2,0,727,56,11,18,6,38,76.30%,3,0,57,4,1,12,3,3,7,0,0,0,1,0,1,0,2,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,2,6,10,194,143,390,23,31.90%,84.10%,275,67,106,93,325,115,52.90%,17,0.79,1,21,8,8,24,6,0.64,0.89,0.64,0.89,0.74,9,1,0.14,11,0.43,0.33,48.90%,15,9,5,25,5,15382,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
63,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,1,1,0,1,0,9,2,5,0,0,0,0,0,0,0,0,2,0,0,0,2,6,48,11,388,210,119,1.71,0,0,1.63,2,2,2,7,9,21,1,1,48,7,1,1,578,54,8,11,7,37,61.30%,10,4,49,6,1,8,1,3,8,2,0,0,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,1,0,6,2,2,8,119,208,251,20,35.80%,84.80%,165,29,135,40,199,149,62.50%,16,1.76,0,23,26,26,9,2,1.66,0.05,1.66,0.05,1.71,9,2,0.16,11,0.39,0.35,42.90%,13,12,16,8,16,15382,,YRK vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,5/29/2022,7wfk5kdm927rshfkuvaw1tvkk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,0,1,Played,L 0-1,2276246,YRK vs CAV (2022-05-29)
63,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,8,5,3,1,2,1,1,0,0,0,1,0,2,1,3,0,0,1,1,2,1,7,49,18,487,225,195,1,3,3,0.72,1,1,0,9,9,29,1,0,42,14,3,3,673,52,2,10,10,34,60.00%,12,10,60,2,2,3,2,5,4,4,0,0,0,0,1,2,1,1,0,0,2,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,2,2,13,159,189,325,19,30.40%,86.20%,242,67,111,87,268,132,33.30%,15,1.64,1,13,24,24,8,2,0.99,0.01,0.99,0.01,1,6,3,0.08,12,0.08,0.09,30.40%,20,18,17,11,17,15382,,YRK vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,9/23/2022,85g83cf66pczl32mc2xfamwwk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,3,1,Played,W 3-1,2276316,YRK vs VAL (2022-09-23)
63,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,3,2,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,52,22,515,239,202,1.05,0,0,1.1,2,2,1,8,9,24,0,0,41,12,0,0,696,39,2,10,9,40,75.00%,18,11,57,4,3,10,0,1,8,5,0,0,0,0,0,1,1,1,0,0,2,0,0,1,2,0,0,2,1,1,0,1,0,0,0,0,0,3,0,2,3,95,197,404,10,31.10%,85.60%,297,40,104,54,336,125,61.50%,13,0.7,0,11,32,32,7,1,1.04,0.01,1.04,0.01,1.05,9,1,0.12,9,0.18,0.25,33.30%,15,17,8,11,8,15376,,ATO vs HFX,FALSE,TRUE,FALSE,FALSE,TRUE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,1,Played,L 0-1,2276221,ATO vs HFX (2022-04-16)
63,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,6,0,3,0,7,3,1,1,1,1,0,3,0,2,0,1,2,0,3,4,6,70,27,482,221,164,2.85,3,1,1.61,2,1,4,5,9,13,0,0,65,8,1,1,700,47,11,17,11,50,75.70%,9,2,51,2,3,6,7,4,4,3,0,0,0,0,0,1,1,1,0,1,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,2,1,2,14,166,235,299,23,34.60%,79.90%,187,61,137,85,232,165,53.80%,26,1.01,2,20,27,27,20,3,0.7,2.15,0.7,2.15,2.07,8,4,0.18,16,0.2,0,53.70%,13,19,10,24,10,15376,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30)
63,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,3,2,2,2,4,0,2,0,0,1,0,0,0,0,0,1,1,0,0,4,2,46,23,476,232,175,0.83,0,0,0.42,2,1,2,7,9,14,1,0,41,4,0,0,670,44,7,6,7,31,81.30%,9,3,42,6,2,3,6,2,8,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,3,3,2,12,180,192,298,17,33.60%,85.50%,214,66,127,80,242,154,42.10%,19,1.08,0,29,20,20,9,2,0.46,0.37,0.46,0.37,0.83,9,1,0.06,13,0.14,0.14,36.10%,10,14,11,15,11,15381,,HFX vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,9/5/2022,8499pod86kbzp6yum6lnwz9ck,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,0,0,Played,T 0-0,2276307,HFX vs CAV (2022-09-05)
63,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,4,0,1,2,4,1,2,0,0,0,0,1,0,1,0,2,1,0,1,2,3,55,20,401,156,170,1.43,1,1,1.15,3,2,1,8,9,29,3,3,60,14,1,1,600,59,8,9,7,42,77.30%,18,12,58,5,5,7,1,6,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,4,19,144,196,260,20,35.70%,81.30%,173,67,86,81,201,119,66.70%,21,0.36,1,8,32,32,9,1,1.4,0.03,1.4,0.03,1.43,8,4,0.13,11,0.38,0.43,44.20%,11,22,6,12,6,16614,,VAL vs ATO,FALSE,TRUE,TRUE,FALSE,FALSE,6/2/2022,7wpldl58asy67q11lvle4a5g4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,0,Played,W 1-0,2276248,VAL vs ATO (2022-06-02)
63,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,3,2,0,0,5,1,2,0,0,0,0,2,1,3,0,2,0,3,0,6,2,40,19,388,189,140,0.75,3,3,0.73,2,2,3,6,9,18,1,0,54,4,0,0,591,42,11,10,5,59,84.00%,33,18,47,1,2,4,1,5,8,1,0,0,0,0,0,1,2,2,0,0,3,0,0,2,0,0,0,3,1,2,0,1,0,2,1,0,0,3,1,4,6,122,192,277,17,29.40%,84.80%,199,49,81,59,227,102,53.60%,28,1.22,2,17,46,46,11,2,0.45,0.3,0.45,0.3,0.75,6,3,0.07,10,0.35,0.25,38.10%,10,23,32,10,32,16614,,ATO vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,8/17/2022,82p37l2can1leatlh9bnk251w,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,3,2,Played,W 3-2,2276295,ATO vs HFX (2022-08-17)
77,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,2,2,1,1,6,5,0,0,0,1,0,1,0,1,0,1,0,1,0,2,7,77,32,362,136,117,1.07,1,1,0.73,4,3,3,5,8,19,2,1,57,9,1,0,584,56,15,12,18,50,75.00%,5,2,70,0,4,6,2,2,7,3,0,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,15,124,174,286,19,43.60%,69.90%,147,37,69,56,197,109,45.50%,22,1.56,1,14,26,26,19,5,0.73,0.34,0.73,0.34,1.07,7,1,0.09,12,0.29,0.1,26.50%,25,33,14,21,14,6925,,EDM vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,6/15/2022,7xixz1ewz1b0jufik70hv3pck,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Edmonton,HFX Wanderers,HFX,1,2,Played,L 1-2,2276255,EDM vs HFX (2022-06-15)
77,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,0,3,3,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,55,13,315,127,120,0.44,0,0,0.35,0,0,0,8,8,15,1,0,31,4,1,0,489,53,4,6,12,38,58.80%,15,4,43,4,4,6,1,1,9,0,0,0,0,0,0,2,2,2,0,0,2,0,0,1,0,0,0,2,1,1,0,1,0,0,2,0,0,2,1,4,8,118,154,217,14,42.20%,78.40%,151,31,65,50,173,92,27.30%,22,1.21,0,17,23,23,14,1,0.35,0.09,0.35,0.09,0.44,8,3,0.04,11,0.12,0.18,28.60%,14,12,11,18,11,6925,,CAV vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,7/30/2022,8133qxw3lqpqrs22k9f81t9g4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Edmonton,Cavalry,CAV,0,2,Played,L 0-2,2276283,CAV vs EDM (2022-07-30)
77,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,1,2,1,1,5,3,1,0,0,0,0,1,0,1,0,2,0,1,0,2,4,52,17,262,72,121,1.82,1,1,1.76,2,2,2,6,8,17,1,0,53,8,0,0,467,32,6,8,11,55,73.70%,25,14,37,1,2,5,0,6,7,2,0,0,0,0,1,0,1,1,0,0,3,0,0,2,1,0,0,3,2,1,0,1,1,1,0,0,0,1,1,4,5,123,144,200,19,45.00%,73.70%,104,48,41,59,139,64,70.40%,27,1.3,1,21,41,41,12,2,1.45,0.37,1.45,0.37,1.82,7,6,0.18,10,0.24,0.27,-,9,0,21,14,21,6925,,VAL vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,8/21/2022,8338b5zfmu57y43osxs6qlvro,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276298,VAL vs EDM (2022-08-21)
77,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,4,3,1,0,2,0,2,1,1,0,0,3,0,3,0,0,1,2,1,4,4,53,25,629,294,257,1.73,4,2,0.83,3,2,0,8,8,25,3,1,50,10,1,0,814,55,9,14,7,33,79.30%,3,0,55,3,3,6,2,5,6,3,0,1,0,0,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,15,198,196,420,22,29.30%,87.60%,317,108,126,125,352,152,31.30%,16,0.82,3,16,16,16,14,3,0.94,0.79,0.94,0.79,0.94,6,1,0.17,10,0.25,0.31,43.30%,17,17,2,12,2,15377,,EDM vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,6/1/2022,7wjjm07b8b8eho2bvjlmz0ums,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,4,3,Played,W 4-3,2276247,EDM vs FOR (2022-06-01)
77,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,4,0,1,1,5,3,2,0,0,1,0,2,0,2,0,0,0,1,1,2,7,65,22,381,120,174,1.82,2,1,0.77,2,1,0,8,8,31,0,0,54,16,1,0,580,53,7,9,7,34,76.20%,10,7,45,1,1,8,2,5,5,1,0,2,0,0,0,1,1,1,0,0,2,1,0,1,1,0,0,1,2,0,0,1,0,1,0,0,0,2,3,4,15,157,193,230,14,40.40%,77.20%,134,65,95,80,174,127,50.00%,20,0.81,1,10,20,20,9,5,1.66,0.16,1.66,0.16,1.82,7,1,0.17,11,0.2,0.25,41.00%,11,18,13,18,13,15377,,CAV vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,7/28/2022,80tveep4a8ienmepbeepl5v6c,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,1,Played,W 2-1,2276281,CAV vs FOR (2022-07-28)
77,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,3,3,6,1,2,0,0,0,0,0,0,0,0,3,0,0,0,1,4,68,20,391,170,133,0.93,0,0,0.34,1,1,4,4,8,17,0,0,56,7,1,0,607,51,7,13,13,50,57.10%,17,9,53,6,4,7,3,6,7,4,0,0,0,0,0,0,1,1,0,0,5,0,0,2,1,0,0,5,2,3,2,1,0,2,2,0,1,1,1,2,8,133,204,270,21,34.30%,77.50%,158,31,114,46,203,142,81.30%,16,1.76,0,23,27,27,18,5,0.56,0.37,0.56,0.37,0.93,8,2,0.07,14,0.17,0.07,36.40%,19,15,14,14,14,15382,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
77,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,0,0,0,0,2,1,8,4,3,0,0,1,0,0,0,0,0,2,0,0,0,3,3,76,24,280,93,87,0.56,0,0,0.42,1,1,2,6,8,14,1,0,43,5,0,0,486,65,3,17,22,58,64.50%,15,6,62,6,4,5,1,3,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,130,173,183,19,43.60%,64.30%,86,28,66,47,131,102,32.10%,28,1.62,0,31,39,39,16,3,0.28,0.28,0.28,0.28,0.56,8,6,0.05,11,0.32,0.38,39.10%,13,23,18,15,18,15382,,HFX vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,6/4/2022,7wtvfsqbligsp1ot5eov65tec,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276249,HFX vs YRK (2022-06-04)
77,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,4,1,3,1,3,1,1,0,0,0,0,2,0,2,0,0,0,1,1,2,6,49,19,424,215,141,0.8,2,2,0.62,0,0,1,7,8,24,2,0,32,7,1,1,598,44,1,6,12,37,43.80%,17,6,40,6,3,3,2,2,6,2,0,0,0,0,0,2,4,4,0,0,6,0,0,2,2,1,0,5,3,3,1,3,0,1,2,0,0,3,4,6,3,138,230,230,22,32.50%,84.00%,165,60,131,72,194,158,47.10%,17,2.19,0,18,31,31,6,0,0.7,0.1,0.7,0.1,0.8,6,2,0.07,12,0.17,0.15,42.40%,10,15,15,20,15,15382,,YRK vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,7/15/2022,7zsr4u6ec8pe3tilijgrsl8gk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,2,4,Played,L 2-4,2276273,YRK vs PAC (2022-07-15)
77,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,3,3,0,2,3,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,8,44,31,415,189,151,1.76,1,0,0.79,1,0,2,6,8,27,2,1,51,15,0,0,642,57,10,7,18,54,68.00%,18,9,62,6,3,8,3,6,7,4,1,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,2,1,4,10,125,249,268,18,38.30%,81.90%,174,51,115,63,204,148,18.80%,16,0.93,1,15,41,41,11,2,0.63,1.13,0.63,1.13,0.97,8,6,0.16,11,0.13,0.09,34.30%,15,29,14,14,14,15376,,YRK vs HFX,FALSE,TRUE,TRUE,FALSE,FALSE,4/7/2022,7snp2xnuij3sfcod749flhes4,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,1,0,Played,W 1-0,2276216,YRK vs HFX (2022-04-07)
77,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,4,1,4,3,5,2,1,0,0,0,0,2,0,0,0,2,1,2,0,3,4,86,24,332,122,100,1.52,2,1,0.82,4,3,4,4,8,22,3,1,71,15,0,0,535,57,5,10,13,48,78.90%,18,8,55,5,2,8,4,6,5,3,0,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,1,2,8,143,193,199,27,48.80%,66.90%,104,42,76,58,150,124,52.90%,51,1.45,1,22,33,33,8,7,0.81,0.72,0.81,0.72,1.52,8,1,0.09,17,0.18,0,51.10%,21,14,14,15,14,15376,,HFX vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,5/15/2022,7vmv1w4q6bsqu119wtrvrgums,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,2,2,Played,T 2-2,2276239,HFX vs CAV (2022-05-15)
77,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,1,1,6,1,3,1,1,0,0,2,0,0,1,2,1,0,1,2,5,70,34,401,144,153,1.56,2,1,0.63,2,1,3,5,8,17,1,1,67,10,0,0,634,55,12,8,11,39,83.30%,8,2,59,2,3,5,5,4,11,2,0,0,0,0,0,0,4,4,0,1,2,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,4,0,12,157,203,274,31,47.90%,74.10%,158,48,91,66,205,130,43.90%,41,1.22,1,21,25,25,12,2,0.4,1.16,0.4,1.16,0.78,7,1,0.13,12,0.19,0.14,33.30%,15,28,15,30,15,15376,,HFX vs YRK,TRUE,FALSE,FALSE,FALSE,TRUE,8/1/2022,81ccrr9ct9i3n53rvov6s0jdg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,HFX Wanderers,York United,YRK,2,4,Played,L 2-4,2276285,HFX vs YRK (2022-08-01)
77,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,2,1,1,1,6,3,2,0,0,0,0,0,0,0,0,0,1,0,0,3,4,49,26,404,171,158,1.1,0,0,0.5,1,0,1,7,8,18,1,1,51,10,1,1,592,41,8,13,15,45,80.80%,9,6,49,4,3,11,1,3,6,1,0,0,1,1,0,1,3,3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,4,5,149,191,252,21,35.10%,81.40%,177,58,94,74,202,128,61.10%,18,1.3,0,23,30,30,10,5,0.95,0.15,0.95,0.15,1.1,8,2,0.1,11,0.09,0.06,44.40%,19,21,11,18,11,15380,,PAC vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,6/25/2022,7y48op2ajrp9920xl2r5l8ob8,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,0,3,Played,L 0-3,2276260,PAC vs HFX (2022-06-25)
77,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,6,5,1,3,2,5,3,0,0,0,0,0,2,0,1,0,1,2,0,2,2,6,50,27,446,191,178,1.76,2,1,1.28,2,2,4,4,8,18,1,0,58,10,0,0,648,54,8,11,12,43,76.00%,11,6,56,4,3,6,1,6,9,1,0,0,1,0,1,0,4,3,1,0,3,0,0,0,2,1,0,2,2,1,2,1,0,1,0,0,0,3,3,2,14,141,204,303,22,37.20%,82.70%,205,47,117,65,240,141,51.70%,29,1.91,0,14,28,28,11,4,0.64,1.12,0.64,1.12,1.76,7,0,0.11,16,0.21,0.09,38.60%,20,19,11,17,11,15378,,VAL vs CAV,TRUE,FALSE,FALSE,FALSE,TRUE,6/16/2022,7xna39zer2kr9dsmkmc7ahwr8,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,2,4,Played,L 2-4,2276256,VAL vs CAV (2022-06-16)
77,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,8,2,6,0,1,8,3,3,0,0,1,0,1,0,1,1,3,1,0,0,4,8,77,24,365,150,114,0.72,1,0,0.35,1,0,3,5,8,30,3,1,58,11,1,1,553,45,10,8,7,34,78.30%,9,5,53,2,0,7,5,1,7,1,0,0,0,0,1,1,2,2,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,1,0,1,0,2,1,8,5,118,139,296,18,39.50%,72.30%,156,33,75,46,212,107,55.20%,29,0.63,1,16,11,11,19,4,0.45,0.27,0.45,0.27,0.72,8,1,0.04,17,0.19,0.2,42.50%,24,16,8,16,8,15378,,VAL vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,7/30/2022,80yj36ni03m263wcnlzzhbjtg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,1,2,Played,L 1-2,2276282,VAL vs PAC (2022-07-30)
77,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,7,0,0,1,6,2,2,0,0,1,0,1,0,0,0,1,1,0,1,3,8,69,33,370,141,127,1.53,1,0,0.62,2,0,2,6,8,15,1,0,49,5,0,0,548,55,6,8,10,38,63.60%,14,5,49,3,0,9,4,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,128,168,252,20,40.30%,72.40%,154,41,73,57,197,116,48.60%,37,0.19,1,24,26,26,11,1,0.62,0.91,0.62,0.91,1.53,8,4,0.11,14,0.17,0.07,42.90%,18,14,10,18,10,15378,,VAL vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,8/28/2022,83m27cp844nqvxccoyu4nzmz8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,1,0,Played,W 1-0,2276302,VAL vs PAC (2022-08-28)
77,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,5,2,3,2,1,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,4,3,64,14,338,147,113,0.74,1,1,0.4,1,1,3,5,8,10,1,1,53,6,0,0,521,48,5,15,15,52,83.30%,15,8,47,11,3,9,4,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,7,110,157,254,12,38.80%,76.90%,157,41,62,55,192,91,52.40%,21,0.34,1,15,33,33,15,4,0.45,0.29,0.45,0.29,0.74,7,3,0.07,11,0.33,0,24.30%,14,20,20,11,20,15378,,VAL vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,9/4/2022,844o0xpbz2dakjnpa9e0k03kk,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,1,0,Played,W 1-0,2276306,VAL vs FOR (2022-09-04)
