Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox
68,2shew4623q8jk8awtmebi8h04,503881,M. Simmons,Marcus Simmons,Left Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,574997,Marcus,Simmons,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Edmonton,23,1226,22,7,13,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75,36,412,184,117,0.09,0,1,0.73,1,3,1,7,8,27,0,0,73,9,1,1,760,73,14,16,15,67,63.80%,19,6,86,4,5,7,2,16,10,3,4,0,0,0,0,0,22,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,15,156,271,333,8,40.30%,73.10%,167,47,87,65,210,137,42.90%,14,21.49,0,20,47,47,16,4,0.06,0.03,0.06,0.03,0.09,7,2,0.04,2,0.1,0.08,31.00%,13,501,424,11,424
68,4o8pclxdsb5lhx1efsoveoqhg,,Kévin Santos,Kévin Santos,Left Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,586075,Kévin David,Nogueira Carvalho,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,York United,12,804,22,3,10,0,6,3,3,2,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,8,30,7,211,48,126,0.52,0,1,0.85,0,2,0,8,8,39,2,0,44,12,1,0,385,63,5,9,5,23,56.00%,4,2,40,5,1,3,4,1,8,3,1,0,0,0,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,14,193,41,151,29,22.70%,82.50%,90,69,15,91,100,20,62.50%,8,11.42,0,12,12,12,8,3,0.51,0.01,0.51,0.01,0.52,7,0,0.04,12,0.17,0.2,35.10%,17,206,197,20,197
77,bimplxeyjuvp5cq5rkzyv913p,277758,B. Forbes,Billy Forbes,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,186240,Billy,Forbes,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,10,404,31,6,4,0,2,2,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,3,1,21,4,97,20,52,0.74,1,1,0.81,1,1,0,7,7,21,3,3,20,11,1,1,195,26,2,3,0,9,71.40%,3,0,14,0,0,2,0,0,3,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,11,101,24,70,21,32.00%,74.20%,38,31,3,45,45,7,25.00%,4,6.91,1,19,6,6,2,1,0.32,0.42,0.32,0.42,0.74,6,0,0.19,4,0.21,0.27,33.70%,3,184,151,13,151
77,5pxg9qijp78vbve2b5eprf4r9,222997,E. Welshman,Emery Welshman,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,151951,Emery,Welshman,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,17,471,30,13,4,0,6,5,1,1,0,3,3,0,0,0,0,0,2,0,2,0,0,0,0,2,0,9,34,5,146,32,75,1.34,2,2,1.96,1,2,0,7,7,21,3,1,34,9,0,0,252,53,6,6,4,20,85.70%,3,1,23,3,2,9,1,0,4,7,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,13,140,33,79,30,26.70%,73.30%,35,60,12,82,47,17,40.00%,20,4.67,1,8,11,11,7,2,1.3,0.04,1.3,0.04,1.34,5,0,0.13,10,0.13,0.13,41.50%,9,316,209,16,209
77,98ajoa650l9wzwuur2ibzo6ad,226305,A. Baquero,Andy Baquero,Right Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,212707,Andy,Baquero,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Valour,23,1965,28,0,7,0,5,2,3,2,1,7,6,1,0,0,0,0,0,1,1,0,0,0,1,0,2,10,138,52,1034,452,392,0.52,1,0,0.45,0,0,0,7,7,27,4,2,69,9,1,0,1595,94,18,26,36,119,57.90%,38,11,155,7,6,10,2,7,1,3,8,0,0,0,0,0,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,6,7,370,428,797,19,38.40%,81.60%,519,135,190,173,618,243,25.00%,24,25.12,0,45,81,81,33,5,0.43,0.09,0.43,0.09,0.52,7,2,0.03,15,0.09,0.09,37.70%,29,505,355,34,355
77,cfzh3fx4nfa8p2mb4qx45iooa,336183,B. Vliet,Bradley Vliet,Left Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,429312,Bradley,Vliet,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Cavalry,20,1292,24,4,11,0,3,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,96,41,583,266,180,0.24,0,1,0.45,0,2,1,6,7,22,1,1,42,12,0,0,897,52,7,9,16,47,55.20%,13,5,65,3,4,7,0,2,5,0,5,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,4,6,163,265,469,8,33.80%,76.50%,284,48,114,59,350,174,36.80%,19,13.86,0,37,31,31,14,2,0.2,0.04,0.2,0.04,0.24,6,1,0.03,8,0.32,0.35,36.70%,13,307,267,24,267
77,fiskkzxwtjq4capqfgrpw12i,793314,C. Gander,Colin Gander,Left Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,442404,Colin,Gander,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,HFX Wanderers,15,930,21,5,2,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,92,48,390,146,104,0.17,0,2,0.49,0,1,1,6,7,9,0,0,43,6,0,0,655,35,6,11,17,65,60.70%,19,12,52,0,4,2,1,3,4,3,3,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,4,126,246,283,2,56.20%,64.10%,123,37,90,55,200,135,50.00%,24,14.78,0,27,51,51,11,3,0.17,0,0.17,0,0.17,5,4,0.04,4,0.15,0.15,38.60%,11,397,255,18,255
77,549bk4ar8s05kzy78wi86one2,311717,A. Marshsall,Alex Marshall,Right Winger,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,425739,Alex,Marshall,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,HFX Wanderers,17,702,24,9,6,0,4,3,1,1,0,7,4,2,0,0,0,0,0,0,0,0,1,1,0,0,6,3,39,14,213,54,106,1.12,0,0,0.63,1,0,0,7,7,34,1,1,46,15,2,1,376,64,3,9,3,18,85.70%,3,2,30,4,4,3,1,2,8,0,2,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,22,142,47,187,18,34.70%,75.10%,88,57,15,73,116,24,40.00%,20,10.17,0,8,9,9,8,1,1.11,0.02,1.11,0.02,1.12,7,0,0.09,12,0,0,37.60%,14,504,329,18,329
77,7tednz7d4xzxjpuqct8iyttjp,233133,M. Cantave,Mikaël Cantave,Right Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,173262,Mikaël,Cantave,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Cavalry,9,299,25,7,2,1,4,4,0,2,0,2,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,3,14,1,82,16,51,1.34,1,2,0.55,1,2,2,5,7,18,3,2,25,7,1,1,162,27,6,1,2,11,70.00%,2,1,10,3,2,2,4,0,4,2,2,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,4,3,98,16,48,15,25.60%,81.70%,26,35,6,44,31,7,37.50%,8,3.25,1,12,7,7,2,2,1.21,0.13,1.21,0.13,1.34,5,0,0.17,8,0.17,0.14,36.90%,4,115,134,8,134
77,dy0y0ch1jd3ghibu1lr8rakq2,611852,Eduardo,Eduardo,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,468225,Eduardo,Pinto de Jesus,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,14,500,20,9,3,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,27,9,133,53,44,0.19,0,0,0.64,0,1,2,5,7,2,0,0,20,1,1,0,269,28,4,10,13,33,66.70%,3,2,19,1,3,5,0,1,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,84,73,112,6,42.90%,72.90%,50,18,29,31,67,35,27.30%,11,9.78,0,31,19,19,14,0,0.13,0.07,0.13,0.07,0.19,7,1,0.06,3,0.26,0.22,38.70%,5,371,310,5,310
77,bje8wvncnbbx5w0l08uno88ru,642263,M. Catavolo,Matthew Catavolo,Central Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,471051,Matthew,Catavolo,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Valour,14,393,19,12,2,0,1,1,0,2,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,28,9,168,59,72,0.41,0,0,0.35,0,0,5,2,7,5,0,0,15,0,1,0,244,22,6,4,1,12,52.60%,1,1,18,1,1,2,0,1,4,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,104,31,109,14,26.20%,78.00%,72,42,17,59,86,23,0.00%,5,5.53,0,21,4,4,6,2,0.35,0.06,0.35,0.06,0.41,7,0,0.07,6,0.38,0.27,38.50%,7,392,295,11,295
77,4c5w90f125c6det9gu0ljmgnp,205207,P. Schaale,Peter Schaale,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,481754,Peter,Schaale,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,18,1190,26,5,1,0,3,2,1,1,2,10,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0,4,102,39,732,394,197,1.44,0,0,0.41,2,1,1,6,7,9,1,0,56,2,2,0,897,47,6,11,24,80,89.50%,38,20,70,6,3,10,0,1,1,0,3,0,0,0,0,0,25,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,1,49,470,378,30,45.80%,80.70%,280,9,302,18,347,367,66.70%,54,16.77,0,5,66,66,12,2,0.12,1.32,0.12,1.32,1.44,7,9,0.09,16,0.2,0.2,38.50%,11,442,290,32,290
77,9ciad1fw48orv5aph9o83f6ne,768080,V. Loturi,Victor Loturi,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,482884,Victor,Loturi,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,10,769,21,1,3,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,16,376,178,136,0.24,0,1,0.58,0,1,1,6,7,16,2,0,32,7,0,0,508,48,5,5,6,24,37.00%,6,1,65,2,1,4,0,5,5,0,3,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,9,90,131,287,7,32.40%,83.50%,203,44,67,53,239,84,35.70%,14,9.38,0,6,14,14,8,2,0.15,0.09,0.15,0.09,0.24,6,5,0.06,4,0.17,0.17,32.60%,24,174,123,9,123
77,1pomufh4vyes1bn3x1nr2r5gq,524092,L. Lawrie-Lattanzio,Luis Lawrie-Lattanzio,Left Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,491596,Luis,Lawrie-Lattanzio,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,York United,10,526,20,4,5,1,2,2,0,0,3,5,2,3,0,0,0,0,2,0,2,0,1,0,0,2,0,6,33,17,173,62,61,0.86,2,1,0.51,3,1,0,7,7,19,4,0,44,6,0,0,354,50,9,14,5,37,56.10%,8,3,32,2,4,3,1,4,4,0,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,10,115,98,141,21,34.10%,71.10%,62,35,26,49,85,39,75.00%,8,7.47,2,14,27,27,8,2,0.84,0.03,0.84,0.03,0.86,6,2,0.09,10,0.14,0.14,35.20%,2,238,214,12,214
77,6v3jzhrpgs47rzoyw6b8lz6ui,849650,M. Ferrari,Max Ferrari,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,507378,Max,Ferrari,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,11,642,22,5,1,0,3,3,0,3,0,5,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,5,36,11,151,40,64,2.02,0,0,0.26,4,0,0,7,7,29,2,0,60,12,0,0,329,40,10,16,2,30,83.90%,2,0,26,5,3,3,7,2,8,1,2,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,5,164,57,108,22,37.10%,68.90%,52,40,12,57,72,22,55.60%,9,10.72,0,33,16,16,8,6,1.93,0.09,1.93,0.09,2.02,7,0,0.18,11,0.09,0.09,35.00%,8,228,178,12,178
77,4xsc616w7mz1xw45ofyivm6eh,457654,R. Rama,Rezart Rama,Right Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,437903,Rezart,Rama,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Forge,17,1493,21,0,3,0,2,0,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,141,59,1054,339,515,0.27,0,0,0.71,0,1,0,7,7,56,3,0,106,23,4,4,1590,105,20,29,21,100,72.10%,28,14,102,10,5,15,3,7,14,0,7,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,12,13,436,353,801,19,44.60%,81.00%,516,188,150,226,609,219,35.70%,28,13.02,0,26,60,60,28,12,0.11,0.16,0.11,0.16,0.27,7,4,0.03,9,0.04,0.04,41.10%,31,300,220,29,220
91,cseaof8mo75i2fufyg0b4bpat,179163,F. Aird,Fraser Aird,Right Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,133078,Fraser,Aird,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Cavalry,5,434,27,0,1,0,2,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,51,15,216,60,90,0.41,0,1,0.89,1,3,4,2,6,4,0,0,16,2,1,1,363,12,1,7,10,25,61.50%,6,2,31,0,2,0,1,1,2,0,2,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,112,56,195,5,47.20%,69.40%,99,34,17,46,143,27,66.70%,3,5.15,0,34,13,13,10,2,0.37,0.04,0.37,0.04,0.41,5,0,0.1,4,0.18,0,33.70%,10,80,59,11,59
91,3ot9v3kbxlf1il8eg7o4vg9ud,195040,D. Beckie,Drew Beckie,Left Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,151932,Drew,Beckie,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Atlético Ottawa,22,1442,31,6,1,0,3,3,0,2,0,10,0,2,0,0,0,0,0,0,0,0,9,3,0,0,1,0,69,35,668,407,157,0.85,0,0,0.46,0,0,3,3,6,4,0,0,48,1,0,0,878,31,9,8,21,100,73.90%,57,31,54,3,2,3,0,7,2,1,9,0,0,1,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,18,2,1,45,457,376,25,36.10%,84.40%,296,13,255,22,346,300,58.30%,36,15.08,0,0,92,92,8,0,0.07,0.78,0.07,0.78,0.85,6,11,0.06,15,-,-,35.10%,6,433,366,17,366
91,1qu7igozcqji1b93u23ezh68l,559958,P. Gee,Paris Gee,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,250579,Paris,Gee,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,6,300,28,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,10,146,47,72,0.06,0,2,0.58,0,1,0,6,6,6,0,0,13,3,0,0,222,9,3,2,2,12,83.30%,4,1,16,0,1,1,0,0,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,63,52,107,2,41.10%,81.50%,73,25,21,34,83,29,57.10%,7,4.98,0,9,8,8,3,1,0.06,0,0.06,0,0.06,4,1,0.03,2,0.44,0.44,38.10%,1,105,107,5,107
91,7i19hu44byapft1lpm3okbb3d,256568,J. Heard,Josh Heard,Left Winger,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,172747,Josh,Heard,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Pacific,22,1664,27,3,9,3,7,6,1,1,2,5,1,3,0,0,0,0,5,1,6,0,0,0,2,4,4,8,75,24,351,86,166,3.46,6,3,1.75,7,4,0,6,6,39,3,1,84,16,1,0,622,94,5,23,8,50,71.80%,11,6,68,14,8,12,12,6,19,4,6,0,0,0,0,0,20,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,10,21,275,106,241,37,29.90%,71.80%,137,91,24,135,171,45,20.00%,15,23.11,5,25,30,30,15,5,2.65,0.81,2.65,0.81,3.46,3,3,0.23,15,0.12,0.12,35.50%,28,438,310,20,310
91,br7fuyg4h8gseboweg8wjujft,273961,T. Meilleur-Giguère,Thomas Meilleur-Giguère,Left Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,225054,Thomas,Meilleur-Giguère,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Pacific,24,1905,24,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,130,74,1434,979,251,0.05,0,0,0.75,0,1,2,4,6,2,0,0,75,2,1,1,1657,58,8,22,33,163,66.70%,96,53,108,1,8,5,0,4,1,1,6,0,1,0,0,0,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,2,17,970,670,6,30.50%,85.80%,557,6,667,8,639,787,58.50%,65,25.02,0,1,143,143,18,2,0.03,0.02,0.03,0.02,0.05,6,10,0.03,2,0,0,34.70%,8,511,366,13,366
91,cusim5b0lb4yc0sz00d7is73d,486550,R. Romeo,Rocco Romeo,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,224750,Rocco,Romeo,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,22,1836,22,2,0,1,4,4,0,2,0,6,1,0,0,0,1,0,2,0,0,1,4,2,0,1,0,4,121,56,1119,678,264,1.98,2,0,0.53,3,1,2,4,6,4,0,0,79,2,0,0,1324,45,12,20,24,133,78.00%,76,42,120,4,5,8,0,3,3,1,5,0,2,0,0,0,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0,1,28,709,587,18,37.60%,84.20%,457,9,476,12,548,559,70.90%,55,26.66,1,0,113,113,20,0,0.02,1.96,0.02,1.96,1.98,6,9,0.17,12,-,-,37.60%,9,498,357,19,357
91,csx2n4ze07uxmjjjytp86yx62,482549,L. Mwandwe,Lifumpa Mwandwe,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,438808,Lifumpa,Mwandwe,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,10,623,21,2,7,0,5,3,2,1,2,11,2,9,0,0,0,0,0,0,0,0,2,0,0,0,5,9,17,5,94,20,52,2.06,0,0,0.32,3,0,0,6,6,19,5,2,41,6,0,0,242,40,5,4,2,15,75.00%,4,3,17,1,0,3,11,2,7,3,4,0,0,0,0,0,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,13,141,22,79,39,23.40%,76.60%,23,46,3,54,33,7,42.90%,14,4.11,0,15,8,8,4,3,1.51,0.55,1.51,0.55,2.06,6,1,0.11,19,0.07,0.07,36.60%,8,230,160,14,160
91,32j84vpf75baas096m6dnurmy,311644,B. Bissainte,Bicou Bissainthe,Right Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,479726,Bicou,Bissainthe,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Edmonton,19,1604,23,1,3,2,3,2,1,0,0,5,1,0,0,0,0,0,2,0,0,2,4,2,0,0,0,2,100,44,817,420,253,0.63,2,0,0.19,2,1,3,3,6,10,1,1,81,6,1,0,1064,55,15,32,35,145,75.80%,63,18,110,1,11,8,0,5,5,1,3,0,0,0,0,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,2,4,57,489,518,20,39.80%,82.40%,400,23,250,33,458,326,56.30%,32,27.8,1,3,114,114,28,3,0.04,0.6,0.04,0.6,0.63,6,5,0.08,8,0,0,30.10%,17,441,381,16,381
91,5m5p9c4iyl4f4j1rr1rdmojfu,765869,E. Adekugbe,Elijah Adekugbe,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,481561,Elijah,Adekugbe,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,18,632,26,12,4,1,1,1,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2,32,11,443,245,155,0.28,1,0,1.4,1,2,0,6,6,8,0,0,32,5,0,0,524,21,3,6,4,18,81.80%,5,2,53,5,2,7,2,5,9,0,3,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,1,57,135,332,7,24.80%,90.30%,270,29,101,36,300,107,50.00%,4,9.33,1,4,10,10,6,2,0.25,0.03,0.25,0.03,0.28,6,1,0.09,3,0.25,0.25,36.00%,16,397,325,12,325
91,7lccpv6t6j0ikhovmj1ihygru,793033,J. Carlos,Jacob Carlos,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,485601,Jacob,Carlos,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,11,415,21,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,9,121,28,62,0.25,0,1,0.7,1,0,0,6,6,12,1,0,32,6,1,0,202,44,9,11,0,20,66.70%,0,0,25,2,1,7,2,0,2,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,11,86,38,78,14,34.70%,74.40%,39,37,14,49,51,21,20.00%,10,6.78,0,3,6,6,11,3,0.25,0,0.25,0,0.25,5,1,0.25,1,0,0,39.40%,12,356,243,7,243
91,4lpxjj4vf8682i2x537r9bu5m,391539,D. Daniels,Djenairo Daniels,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,465533,Djenairo,Daniels,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,21,876,20,10,10,2,6,4,2,0,2,6,0,6,0,0,0,0,2,1,3,0,2,1,3,0,9,0,34,12,157,29,82,2.27,3,0,0.71,5,2,1,5,6,27,3,2,57,9,1,1,341,100,7,15,3,29,68.80%,4,3,37,9,1,17,4,1,7,4,2,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,10,27,162,32,147,29,25.50%,70.70%,52,56,3,73,74,10,39.50%,38,13.37,2,3,12,12,10,7,2.27,0,2.27,0,2.27,6,2,0.16,14,0,0,35.70%,19,429,296,11,296
